#time pot_increment
1768555474 747943042673.1548
1768555475 744676690003.8535
1768555476 758437877437.1986
1768555477 754156951344.7555
1768555479 749738647727.8785
1768555480 755391328806.9968
1768555481 749056204672.6538
1768555483 744458906222.4604
1768555484 739708876289.2214
1768555485 746508659697.3979
1768555486 750414625958.4282
1768555488 746934530023.1573
1768555489 753275310879.0962
1768555490 747745057417.3455
1768555492 747167667763.1646
1768555493 742472992891.2351
1768555494 742969168185.386
1768555556 754891112997.4172
1768555584 746370070018.3286
1768555585 747999205837.5608
1768555586 749601270203.4373
1768555588 746510679955.1091
1768555589 753788456338.0254
1768555590 754492718176.5449
1768555591 750343108835.4117
1768555593 750147951940.3965
1768555594 755947707780.9746
1768555595 756354183632.6967
1768555597 742457638932.6223
1768555598 755229304138.4673
1768555599 751971840603.0977
1768555600 756183673881.7729
1768555602 751213839909.4233
1768555603 755461633775.3816
1768555604 745248826987.9833
1768555605 744371631089.288
1768555607 747721218376.3427
1768555608 745826216642.1733
1768555609 747897384848.856
1768555611 751137070116.3567
1768555612 746491689532.6163
1768555613 756424892652.6228
1768555614 746709473314.002
1768555616 746934934074.6995
1768555617 751800926800.634
1768555618 751220304734.1089
1768555620 753519762062.2896
1768555621 752425994536.8263
1768555690 750060272755.6821
1768555713 754747270648.3022
1768555714 755962657688.0446
1768555716 742014394390.5389
1768555717 739691906124.4369
1768555718 747968901971.8716
1768555719 751478089618.1978
1768555721 756298424519.8347
1768555722 757867356659.2334
1768555723 746749474416.7092
1768555725 755649113691.0883
1768555726 748856199159.1292
1768555727 749203683485.6538
1768555728 737669224102.843
1768555730 758620508734.3875
1768555731 747358784142.7461
1768555732 755889120307.3127
1768555733 742091164183.6094
1768555735 754148466262.3629
1768555736 740237375706.7683
1768555737 752329022166.6384
1768555739 742897651062.3677
1768555740 740087876636.0555
1768555741 746365625451.3633
1768555742 760545410282.7026
1768555744 752331850527.434
1768555745 755437794734.3746
1768555746 751586779483.1267
1768555748 755002227171.5962
1768555749 748596394017.3215
1768555750 750686552646.5054
1768555804 752162956982.6833
1768555826 749812589160.1489
1768555827 748690538026.7212
1768555828 754851111894.7166
1768555829 747354339575.7816
1768555831 748662658470.2925
1768555832 747211305329.7461
1768555833 755247082406.3362
1768555835 751403340082.847
1768555836 749945926169.1681
1768555837 758205143748.7314
1768555838 756414387312.5232
1768555840 757968369544.8513
1768555841 748456996235.1763
1768555842 748119613197.2163
1768555844 755447491971.3967
1768555845 749840468716.5793
1768555846 760518742880.9041
1768555847 749541470575.1584
1768555849 756864904782.3745
1768555850 742897651062.3674
1768555851 746697755819.2725
1768555853 755224455519.9548
1768555854 759056884400.252
1768555855 754521405836.063
1768555856 748061025723.5602
1768555858 747443634966.6709
1768555859 749981886756.4463
1768555860 752311243898.7666
1768555861 754030887263.5095
1768555863 747065442722.9176
1768555902 760191057079.963
1768555920 758080695873.658
1768555922 754378371590.0291
1768555923 755196980015.0688
1768555924 751103533838.3372
1768555925 759689225064.2166
1768555927 747398785245.457
1768555928 749881277922.3706
1768555929 752025983509.7889
1768555931 752581554380.6824
1768555932 745376103223.8662
1768555933 749797235201.5388
1768555934 755033743191.9077
1768555936 751784764738.9351
1768555937 752623979792.6389
1768555938 758200295130.2236
1768555940 750520487462.5537
1768555941 754424029414.333
1768555942 750320481949.0295
1768555943 752345184228.3313
1768555945 750028352683.8303
1768555946 750939488912.0892
1768555947 746385423976.9449
1768555949 751781936378.1331
1768555950 742055607647.8646
1768555951 757094810110.032
1768555952 746935742177.7893
1768555954 756246301870.8535
1768555955 756852379184.5564
1768555956 756345294498.7585
1768555957 750513214534.7871
1768556021 745772073735.4816
1768556047 742893206495.3989
1768556048 752165785343.4819
1768556050 746514720470.5315
1768556051 754410291661.8821
1768556052 744930838424.0662
1768556053 744032227793.6196
1768556055 744902554816.0889
1768556056 751490211164.4771
1768556057 751862746686.6256
1768556059 735450173031.614
1768556060 754149678416.9923
1768556061 759071026204.2429
1768556062 763138209030.7139
1768556064 738416315404.8689
1768556065 754968690893.5762
1768556066 751547182431.9646
1768556068 734167713435.8269
1768556069 743973236268.4148
1768556070 752556099133.5063
1768556071 761632308931.9419
1768556073 755100411696.4159
1768556074 742697645548.8447
1768556075 751986790510.1685
1768556077 747867485034.7131
1768556078 752412660835.9294
1768556079 747324843813.1781
1768556080 753658755792.8928
1768556082 745872682569.553
1768556083 752152451642.5813
1768556084 744159099977.9547
1768556143 736409795444.9746
1768556160 754078161293.9753
1768556161 747797180066.3247
1768556162 763202857277.512
1768556164 748728922923.2512
1768556165 754485041197.2423
1768556166 744885180599.7676
1768556167 749288130258.0304
1768556169 754057958716.8516
1768556170 747736168283.4136
1768556171 747311510112.2825
1768556173 754929093842.4128
1768556174 754948084264.9106
1768556175 758818089938.6559
1768556176 752495491402.1344
1768556178 762665064674.4836
1768556179 743577265756.8027
1768556180 748830339860.4116
1768556181 736613033370.8347
1768556183 745054882247.5992
1768556184 749193582197.0952
1768556185 742129145028.595
1768556187 751044946364.6772
1768556188 742074194018.8228
1768556189 749773800212.0725
1768556190 757026929450.9009
1768556192 757580480064.0781
1768556193 745817327508.2389
1768556194 754157759447.8447
1768556196 749621068729.0242
1768556197 747927688714.5396
1768556528 751952850180.5961
1768556592 746471082903.9509
1768556839 756662474959.5969
1768556841 748522048533.5106
1768556842 756263676087.1802
1768556843 752686607781.7214
1768556845 749374597288.1154
1768556846 745037508031.2717
1768556847 734809347285.2661
1768556848 740445058199.5927
1768556850 746744625798.197
1768556851 751811432140.7386
1768556852 748447298998.1531
1768556853 739005018502.2443
1768556855 746169660453.2688
1768556856 739689077763.6367
1768556857 756021649213.2422
1768556859 746876750652.5818
1768556860 746136124175.2461
1768556861 756428529116.5115
1768556862 756424892652.6238
1768556864 754678985937.6279
1768556961 755152938396.9409
1768556996 752063560303.2339
1768557131 748342649648.6555
1768557564 742966339824.5909
1768557845 744870634744.2334
1768557911 747247669968.5723
1768558228 752533472247.1285
1768558423 750825142325.5748
1768558555 737081733160.0986
1768559287 753903611027.6278
1768559397 747007663352.343
1768559627 745680758086.8804
1768559672 751596072668.603
1768559673 749806932438.5588
1768559675 753219551766.2306
1768559676 748347094215.6251
1768559677 753179550663.5273
1768559678 758583335992.4827
1768559680 758241912439.1018
1768559681 745877531188.0685
1768559682 756545300012.2766
1768559684 753697948792.5183
1768560880 747143828722.1589
1768561102 748609323666.6879
1768561303 746143801154.5522
1768561453 753507640516.0143
1768561711 756698839598.4202
1768561903 749971785467.885
1768562140 762909515857.6812
1768562267 757636643228.4817
1768562361 750603722080.3047
1768562363 757716241382.3525
1768562364 739362604117.3234
1768562365 743139273884.7673
1768562366 748307497164.4622
1768562368 755182030107.9954
1768562369 754575144691.2134
1768562370 744035864257.4958
1768562372 737098703324.8802
1768562373 750522911771.8054
1768562501 758005542286.7542
1768562630 751274851692.3433
1768562631 754384432363.1641
1768562633 754165840478.6904
1768562634 746117537804.2935
1768562635 746448456017.5708
1768562637 760896935124.6482
1768562638 742316220892.7592
1768562639 754659591463.5886
1768562640 747942234570.0688
1768562642 755205869149.0002
1768562825 751204546723.9487
1768562923 751048178777.0142
1768562925 739859587514.562
1768562926 755276174117.3929
1768562927 752271242796.0686
1768562928 747667075469.6542
1768562930 753161772395.6593
1768562931 746486032811.0221
1768562932 748093349846.9513
1768562933 752050226602.3303
1768562935 755978415698.2009
1768563033 747658590387.2618
1768563150 751162121311.9893
1768563219 757020060574.6786
1768563220 758043927183.2935
1768563221 748884886818.6437
1768563223 747290903483.6128
1768563224 753313291724.0884
1768563225 752079318313.3887
1768563227 760451266273.3062
1768563228 755489109280.2734
1768563229 754075332933.1799
1768563230 750453414906.5059
1768563314 752722164317.4551
1768563379 747720006221.7166
1768563380 751853049449.6099
1768563381 753710878441.8728
1768563383 748042035301.0599
1768563384 748132138795.0288
1768563385 743846364084.0804
1768563387 753168641271.881
1768563388 742125104513.1746
1768563389 754679389989.1677
1768563390 743168769647.3674
1768563440 756239432994.6296
1768563494 738805012988.72
1768563495 762432330986.0278
1768563497 749461872421.2936
1768563498 755185262520.3358
1768563499 754065231644.6157
1768563501 754703229030.1758
1768563502 750876052819.9211
1768563503 757095214161.5762
1768563504 742847952722.6493
1768563506 755718610556.3904
1768563818 753510468876.8075
1768563849 748338609133.2351
1768563850 746441183089.8062
1768563851 760133681760.9282
1768563853 747720006221.7119
1768563854 751390814485.0315
1768563855 759081935595.8855
1768563856 747252518587.0796
1768563858 756123470201.9442
1768563859 745815307250.5271
1768563860 743265337966.0122
1768563946 751213435857.8885
1768563977 754693531793.1565
1768563978 748755994376.6024
1768563979 757687149671.29
1768563981 753651886916.6707
1768563982 741746104166.3347
1768563983 746656138510.3972
1768563984 744121119132.9586
1768563986 732410089226.0918
1768563987 759474673695.1643
1768563988 750021887859.1511
1768564057 741820045598.6091
1768564082 748709528449.2188
1768564083 745312667131.6975
1768564084 738882186833.3359
1768564085 750394019329.7646
1768564087 742443093077.092
1768564088 752432055309.9625
1768564089 758833039845.7312
1768564091 756065690831.3743
1768564092 752203766188.4747
1768564093 749928147901.3005
1768564153 741345285036.2136
1768564175 763884088178.1108
1768564176 738906833977.4204
1768564178 753087830963.3877
1768564179 748461440802.1431
1768564180 748316386298.3989
1768564181 753398950651.0896
1768564183 753388849362.5277
1768564184 759510230230.9041
1768564185 752521754752.3933
1768564187 748986707807.3486
1768564266 762010501175.6918
1768564299 750319673845.9492
1768564301 755988921038.3031
1768564302 757038242894.0919
1768564303 757477042869.2064
1768564304 752281344084.6262
1768564306 764893408931.1897
1768564307 752278919775.3677
1768564308 743708178456.5574
1768564309 745125187215.9875
1768564311 750435232587.0935
1768564370 750183912527.6792
1768564393 751057471962.4934
1768564394 755613961206.8967
1768564395 751151615971.8882
1768564397 753849872172.4841
1768564398 755019197336.3839
1768564399 741193765707.783
1768564400 753207026168.4144
1768564402 753381980486.3085
1768564403 752702365791.873
1768564404 746045212578.1858
1768564458 743137253627.0557
1768564487 752079318313.3931
1768564489 758240700284.4753
1768564490 758372017035.7766
1768564491 749807740541.6404
1768564493 750061080858.771
1768564494 748294567515.1008
1768564495 748413762720.1326
1768564496 746099355484.8812
1768564498 748768519974.4142
1768564499 752584382741.4739
1768564558 751384753711.8898
1768564596 750034817508.5048
1768564597 745679141880.7153
1768564599 750337452113.8184
1768564600 751113635126.895
1768564601 746686038324.5413
1768564603 752211443167.7776
1768564604 756400245508.5352
1768564605 743947376969.698
1768564606 753338746971.26
1768564608 743472616407.2998
1768564731 760367627604.0186
1768564763 753396526341.832
1768564764 751110806766.0989
1768564765 753285816219.196
1768564766 748805288664.7831
1768564768 756703284165.3828
1768564769 754344027208.9197
1768564770 740293942922.7096
1768564772 748780641520.6945
1768564773 752459530814.8553
1768564774 751843352212.5947
1768564837 756950967760.9136
1768564861 753005404448.7278
1768564862 751921334160.2853
1768564864 753313291724.0854
1768564865 753183591178.957
1768564866 746921600373.7979
1768564868 741785297165.9592
1768564869 747493333306.3928
1768564870 749262675010.8527
1768564871 757736443959.4758
1768564873 751696681502.678
1768564907 746177337432.5732
1768564930 749090549053.7622
1768564932 751195253538.4724
1768564933 752693880709.4832
1768564934 737821147482.8118
1768564935 756378830776.787
1768564937 752542361381.0587
1768564938 752683779420.9241
1768564939 754314531446.3218
1768564941 735389161248.7019
1768564942 739329471890.8456
1768564994 761522406912.3866
1768565017 748348306370.2531
1768565019 751573041730.6805
1768565020 751925374675.7109
1768565021 740729914537.0312
1768565022 751711227358.2014
1768565024 757112184326.3604
1768565025 764733404520.377
1768565026 750934640293.5809
1768565028 755264052571.1206
1768565029 749537834111.2729
1768565069 744041925030.6396
1768565088 752974292479.9586
1768565089 756460449188.364
1768565090 746951500187.9387
1768565092 744324761110.3625
1768565093 745202765112.1444
1768565094 754108869211.2056
1768565095 735549569711.0649
1768565097 751400511722.0498
1768565098 738925824399.9171
1768565099 748711952758.469
1768565156 752595696184.666
1768565177 742089143925.8899
1768565179 755609112588.382
1768565180 753132680684.606
1768565181 756602675331.3108
1768565182 746942207002.4657
1768565184 757818466422.5918
1768565185 755430117755.0708
1768565186 753019546252.7102
1768565188 751521323133.2434
1768565189 749595209430.3022
1768565237 749992796148.0938
1768565261 754774342101.6433
1768565262 747487272533.2561
1768565263 752911260439.3333
1768565264 752001336365.699
1768565266 758721521620.0056
1768565267 751108382456.8408
1768565268 760174490966.7178
1768565269 753428446413.692
1768565271 752246191600.4326
1768565272 745931674094.7566
1768565330 747711925190.8623
1768565344 757238652459.1514
1768565345 749832387685.731
1768565346 750949186149.1132
1768565348 756369537591.3054
1768565349 741528724436.4937
1768565350 748011731435.3741
1768565351 747458180822.1952
1768565353 744244758904.9529
1768565354 746325220297.1194
1768565355 750408969236.8347
1768565935 743241498925.0116
1768565972 752756912750.1111
1768565973 737647001268.0078
1768565975 750680087821.8306
1768565976 752662364689.1699
1768565977 751721732698.3047
1768565979 746292492122.1807
1768565980 740596577528.0217
1768565981 750478062050.5942
1768565982 742210763440.175
1768565984 746681593757.5713
1768566482 743546153788.0258
1768566526 746846446786.9026
1768566528 742868963402.8525
1768566529 757071375120.574
1768566530 744831845796.1619
1768566532 754891517048.9663
1768566533 750008150106.7063
1768566534 755253951282.5586
1768566535 738331060529.4043
1768566537 755052329562.8638
1768566538 744931242475.6067
1768566644 738018728687.0813
1768566882 723893894865.5144
1768566991 746199156215.8662
1768567067 730300536122.8716
1768567132 741764690537.2894
1768567211 750501901091.6016
1768567213 749956027457.7252
1768567214 743404331696.6238
1768567215 749190349784.7495
1768567216 751556879668.9841
1768567218 744336074553.5544
1768567219 747101807361.7361
1768567220 741367507871.0449
1768567221 739516547755.002
1768567223 750096233342.9658
1768567381 740400612529.9198
1768567415 745511460490.5917
1768567416 739220782025.9176
1768567417 739835344422.0093
1768567419 745609645015.4087
1768567420 743823333146.16
1768567421 743441100386.988
1768567422 745730860478.1514
1768567424 742118639688.4951
1768567425 734095792261.2676
1768567426 738381971023.757
1768567465 741914997711.0913
1768567479 746372494327.584
1768567480 743772826703.3516
1768567481 745801973549.6221
1768567483 729366773008.2358
1768567484 758650408548.5356
1768567485 739984035389.6362
1768567486 738286210808.1917
1768567488 732654540409.2893
1768567489 741201038635.5527
1768567490 731067425950.4781
1768567556 748346690164.0823
1768567577 742586127323.1262
1768567579 740433340704.865
1768567580 738498337867.9863
1768567581 736283731363.7249
1768567582 743923941980.2384
1768567584 747364440864.3442
1768567585 757402293333.8556
1768567586 742596632663.2319
1768567588 738531470094.4722
1768567589 743521102592.3948
1768567623 742310160119.6191
1768567645 746466234285.4387
1768567646 741392155015.1353
1768567648 738256715045.5947
1768567649 740340408850.0979
1768567650 734338223186.7493
1768567652 744585374355.2529
1768567653 739445434683.5291
1768567654 741912573401.8335
1768567655 746240369473.199
1768567657 742717444074.4277
1768568046 744404359264.2285
1768568105 738899561049.658
1768568106 746848467044.6147
1768568107 745439135264.4839
1768568109 741530744694.2052
1768568110 739672511650.3967
1768568111 754898789976.731
1768568112 748940645931.5076
1768568114 743178466884.3884
1768568115 750969388726.2371
1768568116 748456188132.0894
1768568240 754488273609.5793
1768568340 753954925573.5261
1768568486 745772881838.5665
1768568615 742274603583.8857
1768568636 755659619031.1912
1768568637 751617083348.8118
1768568638 752202958085.3907
1768568640 747755966808.9966
1768568641 743167153441.1993
1768568642 744755480054.6335
1768568644 746306229874.6232
1768568645 749874409046.1487
1768568646 753619158741.733
1768568647 754054322252.9749
1768568713 753921793347.0425
1768568733 751981941891.6581
1768568734 745069832154.6713
1768568736 751583143019.2423
1768568737 760283988934.7292
1768568738 753917348780.0784
1768568740 747864656673.9155
1768568741 759343356943.8662
1768568742 745915512033.0598
1768568743 746628663005.5103
1768568745 744469411562.5632
1768568813 753424001846.7231
1768568857 751350813382.3245
1768568859 755471735063.9492
1768568860 751753652770.1654
1768568861 751010197932.0251
1768568862 751554051308.1831
1768568864 752764185677.8772
1768568865 745532471170.8
1768568866 745848439477.0089
1768568868 755578000619.6129
1768568869 746019757331.0107
1768569056 761557559396.5824
1768569077 756923492256.0267
